252,SWANSEA
253,SWANSEA FC
254,CARDIFF
255,CARDIFF FC
256,RED
257,BLACK
258,WHITE
259,BLUE
260,FOOTBALL
261,RUGBY
262,OSPREYS
263,SCARLETS
264,LEWIS HAMILTON
265,FERNANDO ALONSO
266,FORMULA 1
267,SPORTS
268,ZELDA
269,MARIO
270,VIDEO GAMES
271,COOKING
272,GARDENING
273,CRIME
274,EXERCISE
275,MUSIC
276,WEALTH
277,BMW
278,NAMES
279,YEARS
280,INFORMATION ABOUT ME
281,BEING COOL
282,WALES
283,ENGLAND
284,SCOTLAND
285,UNITED KINGDOM
